full_text,"sentimen (positif 1, netral 2, negatif3)",anies,ganjar,prabowo
"Keputusan MK no.90/23 itu, sekali pun bertentangan dg konstitusi, tetapi tetap digunakan sbg landasan hukum KPU, walaupun berbeda dg uu pemilu Itu sendiri.  Iblis-iblis itu bahkan tdk punya solusi untuk memperbaiki hukum yg buruk Itu.",negatif,0,0,0
"Polresta Samarinda Polda Kaltim, Satuan Samapta Polresta Samarinda, Melaksanakan patroli ke kantor Bawaslu dan Kantor KPU  - Menekan kejadian gangguan kamtibmas pada masa pentahapan pemilu. - Terciptanya rasa aman dan kondusif dengan melakukan tindakan - tindakan preventif. https://t.co/gNl93duqgA",netral,0,0,0
Siapa yg bisa menjamin bahwa surat suara yg kita coblos di TPS tidak dimanipulasi hasil hitungannya dari TPS hingga ke KPU pusat?,negatif,0,0,0
Komisi Pemilihan Umum (KPU) mencatat bahwa daftar pemilih tetap (DPT) Pemilu 2024 didominasi oleh kaum milenial. https://t.co/sPL6FsNxh7,netral,0,0,0
"Komisi Pemilihan Umum (KPU) Kabupaten Indramayu menggelar Kirab Pemilu 2024 di Jalan Soekarno Hatta, Pekandangan. https://t.co/HNW51NqA5H",netral,0,0,0
,,,,
"Kota Bandung berkomitmen menghadirkan kota yang kondusif, aman dan santun menjelang pesta demokrasi 🙌🏻  Komitmen langsung di deklarasikan dan penandatanganan bersama antara Pemkot Bandung dan jajaran Forkopimda Kota Bandung, KPU, Bawaslu hingga unsur jajaran kewilayahan. https://t.co/jyRd7WdCrx",netral,0,0,0
"@cakimiNOW @juli_sma53 Yg urgen Segera lakukan antisipasi di CURANGI REZIMBONEKA 9 NAGA TAIPAN, Pilpres 2024 jangan pakai quick count, tunggu hasil suara manual saja.   KPU pusat cukup catat capres yg menang di tiap provinsi.  Smg kesepakatan dari semua parpol pengusung capres terwujud tnp Quick Count. https://t.co/CmJ4rayeYl",netral,0,0,0
Kanwil Kemenkumham Sumsel :  Kalapas Lubuklinggau juga berharap agar pihak KPU kota Lubuklinggau dapat memberikan sosialisasi terkait pemilu secara rutin terhadap warga binaan sehingga para warga binaan dapat memahami syarat-syarat dan ketentuan saat pemilu nanti. @BanyuasinLapas,netral,0,0,0
"Kakanwil Kemenkumham Sumsel Ilham Djaya mengapresiasi Lakukan Koordinasi, Kalapas Lubuklinggau Kunjungi Kantor KPU Kota Lubuklinggau @kemenkumham_RI  @kumham_sumsel  Ilham Djaya #KumhamSumsel #Ilhamdjaya #LapasBanyuasin @BanyuasinLapas",positif,0,0,0
@Muhammad_Saewad @ganjarpranowo @KPU_ID @bawaslu_RI Ketinggalan pak profesornya @mohmahfudmd,negatif,0,1,0
"@cakimiNOW @juli_sma53 Yg urgen Segera lakukan antisipasi di CURANGI REZIM BONEKA 9 NAGA TAIPAN, Pilpres 2024 jangan pakai quick count, tunggu hasil suara manual saja.   KPU pusat cukup catat capres yg menang di tiap provinsi.  Smg kesepakatan dari semua parpol pengusung capres terwujud tnp Quick Count. https://t.co/UKZggCXlk6",negatif,1,0,0
Komisioner KPU didesak untuk dipecat! https://t.co/P3T0YM8Squ,negatif,0,0,0
@Muhammad_Saewad Mobil dinas kok dipake sarana promosi sih @ganjarpranowo @KPU_ID @bawaslu_RI,negatif,0,1,0
,,,,
,,,,
,,,,
,,,,
,,,,
"#TemanPemilih, KPU menerima Anugerah Reksa Bandha Tahun 2023 dari Kementerian Keuangan Republik Indonesia atas Apresiasi Pengelolaan Kekayaan Negara, sebagai : Juara 1 kategori Pemohon Lelang Non Eksekusi Wajib, dan Juara 3 kategori Kualitas Pelaporan BMN  #ppsbukowedung #KPU RI https://t.co/uVDmW449t5",netral,0,0,0
"@Syarman59 @KPU_ID @bawaslu_RI @Yusrilihza_Mhd Pada berharap durian runtuh jenis musang king reshuffle""""",negatif,0,0,0
"@KRMTRoySuryo1 Anda ngoceh sampai berak darah pun tak ada pengaruh nya juga,jadi kamu kira semua yang di KPU itu goblok",negatif,0,0,0
@Syarman59 @KPU_ID @bawaslu_RI @Yusrilihza_Mhd Terus lah bersiasat,netral,0,0,0
,,,,
,,,,
@yaniarsim Tolong jangan di bully...minimal meringankan tugas kpu...fotonya tinggal copas doang dari arsip...lalu di edit pakai aplikasi AI untuk menyesuaikan umur😊,negatif,0,0,0
,,,,
,,,,
,,,,
"Hallo #TemanPemilih, 83 hari lagi menuju pemungutan suara Pemilu 2024. Rabu (22/11) . Jangan lupa gunakan hak pilih mu pada hari Rabu tanggal 14 Februari 2024 datang ke TPS ya. . @KPU_ID  @KPU_JATIM  . #KPUMelayani #PemiluSerentak2024 https://t.co/zX0K42PcPb",netral,0,0,0
@Gus_Raharjo Rakyat sdh tau.jgn bnyk helah.bawaslu sekolam Kpu sekolam,negatif,0,0,0
,,,,
,,,,
@bawaslu_RI @KPU_ID emang di isi orang apa hantu?,negatif,0,0,0
,,,,
#temanpemilih Pada tanggal 21-22 November 2023 PPK Ngariboyo mengikuti kegiatan Rakor Persiapan Pembentukan KPPS dan Evaluasi Badan Adhoc Pemilu 2024 yang diselenggarakan oleh KPU Kabupaten Magetan yang bertempat di Hotel Nirwana Sarangan.   #KPUMelayani  #pemilu2024 https://t.co/tZHzjP70BR,netral,0,0,0
Juara 3 kategori Kualitas Pelaporan BMN .  Anugerah ini akan mendorong KPU dalam meningkatkan kualitas pelayanan penyelenggaraan Pemilu dan Pilkada Serentak Tahun 2024. .  #KPUMelayani #PemiluSerentak2024,positif,0,0,0
"#repost @kpu_ri  .  #TemanPemilih, kamu perlu tahu, KPU menerima Anugerah Reksa Bandha Tahun 2023 dari Kementerian Keuangan Republik Indonesia atas Apresiasi Pengelolaan Kekayaan Negara, sebagai : Juara 1 kategori Pemohon Lelang Non Eksekusi Wajib, dan https://t.co/NHh1b4A79i",positif,0,0,0
▫ Fasilitasi Kampanye Pemilu 2024: ”LOKASI PEMASANGAN ALAT PERAGA KAMPANYE DITETAPKAN” Yuk Lihat KPT 148 Tahun 2023  🙏 @KPU_ID @JDIHKPU_RI @KPUDBali @jembrana_kpu 🙏 #TemanPemilih #KPUMelayani #PemiluSerentak2024 #JDIHKPU #JDIHKPU_JEMBRANA cek:️⬇️ https://t.co/AXQ1QYnREY ✅ ▫ https://t.co/r9FheT9Phw,netral,0,0,0
"#TemanPemilih  Komisi Pemilihan Umum Kota Serang melaksanakan Rapat Koordinasi Penentuan Lokasi Pemasangan Alat Peraga Kampanye (APK) Dan Bimbingan Teknis Sistem Informasi Kampanye Dan Dana Kampanye (SIKADEKA) Rabu, 22 November 2023. https://t.co/VO1EgzH2cl""",netral,0,0,0
,,,,
@r4d1a17_2 @bawaslu_RI Coba Tanya kenapa kpu ama bawaslunya apakah mereka amnesia atau kena anemia?   Akut juga tuh penyakit 😎,negatif,0,0,0
"@G4b0nGOKU @jokowi SURVEI SEMENTARA : ANIS-IMIN 2,5% GANJAR-MAHFUD 5% PRABOWO-GIBRAN 90% MARGIN ERROR 2,5 PERSEN . Survei buat prabowo menang semua aja gapapa . Tapi perhitungan KPU tetap buat Pak Ganjar yg menang 🤟🤟🤟",positif,1,1,1
"Segera lakukan antisipasi di CURANGI REZIM BONEKA 9 NAGA TAIPAN, Pilpres 2024 jangan pakai quick count, tunggu hasil suara manual saja.   KPU pusat cukup catat capres yg menang di tiap provinsi.  Smg kesepakatan dari semua parpol pengusung capres terwujud tnp Quick Count.  Aamiin. https://t.co/2ruXbrCuKC",negatif,0,0,0
@msaid_didu @sangdatuk01 @Yusrilihza_Mhd @bawaslu_RI #DPRHarusMakzulkanJokowi  DPR/DPD RI msh aktif?  Fahamilah Presiden jokowi sampai hari ini belum menunjukka ijazah asli SD SMP dan SMAnya pd penggugatnya?  Hadirkan MPR dan KPU utk bawa arsip ijazah jokowi wkt daftar capres 2014 dn 2019. https://t.co/HRmRSRb7KT,negatif,0,0,0
"@democrazymedia boleh kok, apa yg g boleh buat mrk mah. yg g dibolehin ama bawaslu, kpu itu cuman AMIN.",negatif,1,0,0
,,,,
"Namun, dia menyebut kondisi berbeda justru terjadi pada Ganjar-Mahfud. Pasca ditetapkan KPU, kata dia, elektabilitas Ganjar-Mahfud justru turun. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",negatif,0,1,0
"Menurutnya, elektabilitas Prabowo-Gibran justru semakin tinggi pasca ditetapkan oleh KPU RI. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",positif,0,0,1
@geloraco Apany mau di evaluasi lagi sudah terdaptar di KPU..mau penjara 5th kalau mundur dari pencalonan,negatif,0,0,0
"Ayo, jangan golput! Mari kita semua turut serta dalam pemilu untuk menciptakan perubahan yang kita inginkan. #pemilu2024 #jangangolput #golputgakkeren #bawaslu #bawasluri #kpu #kpuri https://t.co/mkbZZr4iuC",positif,0,0,0
,,,,
"Seandainya Masih Dibolehkan KPU, Capres PDIP Lebih Baik Puan daripada Ganjar https://t.co/CXs87Q9Jce",negatif,0,1,0
@tonnysofijan @alextham878 Hehehe sampean yg gak ngerti aturan... Yg jelas adalah sebelum KPU secara resmi mengesahkan capres/cawapres maka kegiatan bakal calon dianggap sbg kegiatan pribadi &amp  tdk ada hukum yg mengatur ! Ora ngeyel ! 😂😂😂,negatif,0,0,0
LSI Denny JA pun menganalisis secara khusus wilayah Jawa Tengah. Elektabilitas Prabowo-Gibran disebut semakin tinggi di Jawa Tengah pasca ditetapkan oleh KPU. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,positif,0,0,1
"#TemanPemilih KPU Kota Jambi melaksanakan Penandatanganan BA Persetujuan Rancangan Surat Suara Anggota DPRD Kota Jambi dalam Pemilu 2024 dan Sosialisasi SIKADEKA, bertempat di Rumah Kito Resort Hotel Jambi, Selasa (21/11/23).  #KPUMelayani #PemiluSerentak2024 https://t.co/yVyo2qeveE",netral,0,0,0
"@DedynurPalakka @prabowo @gibran_tweet SAYA SANGAT TIDAK SETUJU DGN SURVEI DIATAS! ITU SALAH BESAR! Harusnya gini : Anis-Imin 5% Ganjar-Mahfud 5% Prabowo-gibran 110% Pokokee dilossskee , 1000% nggo prabowo kabeh rapopo .  Perhitungan KPU tetap Ganjar yg menang , oke bro? 🤟🤟",negatif,1,1,1
"@RepelitaO Masyaallah  @muhammadiyah dan @nahdlatululama bersatu  Tapi Ingat baik baik ya Lawan Amin itu bukan Gamah atau Pragib  tapi kang sulap KPU, Bawaslu dan Oligarki yg mengendalikannya 💰🤠👻 Sulapan pemilu wakanda  Simsalabim Abrakadabra...🤡👏👏👏 ☕🚬😋 https://t.co/HDf21zZB79..",negatif,1,0,0
,,,,
,,,,
MEMALUKAN DAN MENGHANCURKAN KEPERCAYAAN RAKYAT... BAWASLU DAN KPU SADARLAH ANDA HARUS JURDIL JADI WASIT.,negatif,0,0,0
"#TemanPemilih, KPU Kabupaten Sumbawa menyelenggarakan Rapat Koordinasi Lokasi Pemasangan Alat Peraga Kampanye (APK) Pemilu Tahun 2024 bersama Instansi Terkait dan partai politik, Rabu (22/11/2023). https://t.co/7HjQbFDbgE",netral,0,0,0
"#TemanPemilih, Mengawali Tugas Rutin sebagai Penyelenggara Pemilu, Rabu (22/11/2023) Jajaran Sekretariat KPU Kabupaten Sumbawa melaksanakan Apel Pagi yang dipimpin oleh Kasubbag Teknis dan Parmas KPU Kabupaten Sumbawa #KPUMelayani #Pemilu2024SIAP https://t.co/9XTkNRVJy4",netral,0,0,0
@geloraco ENTE NGAWUR !!!! CAPRES/CAWAPRES sdh ditetapkan KPU jika GP dievaluasi  sm sj PDIP mundur tak ikut PILPRES.,negatif,0,0,0
"@Yurissa_Samosir @AdeDhani9 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @MuhiqR @mustafaagus007 @choymarkochoy @Harywaraz Sombong karena tau pasti jadi presiden.... Krn sdh nyaman dibecking bawaslu, kpu",netral,0,0,0
"Komisi Pemilihan Umum (KPU) telah menetapkan masa kampanye pemilu yang akan berlangsung mulai 28 November 2023 hingga 10 Februari 2024, #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",netral,0,0,0
,,,,
"Pemilu 2024:adalah pestanya rakyat.juga pesta demokrasi. kesempatan mencari pemimpin yang dermawan dan pemurah.hal itu dapat diketahui dengan bukti lapangan.memberi pada rakyat yang tak berkepentingan akan berbeda hukumnya memberi pada terkait instrumen sistem(KPU,Bawaslu,dll)",netral,0,0,0
"#TemanPemilih Rabu, 22 November 2023 Komisi Pemilihan Umum Kabupaten Sumba Tengah mengikuti Rapat Koordinasi Persiapan Bimbingan Teknis Pemungutan, Penghitungan dan Rekapitulasi Hasil Penghitungan Perolehan Suara dalam Pemilu Tahun  #KPUMelayani #PemiluSerentak2024 https://t.co/3bBpIrCbVJ",netral,0,0,0
,,,,
,,,,
"Teman Pemilih - KPU Kota Kupang menggelar Rakor Persiapan Kampanye dan Pengelolaan Dana Kampanye Pemilu 2024 bersama partai politik dan stakeholder pemilu tingkat Kota Kupang, Rabu, 22 November 2023 di Hotel Sasando Kupang.   #Pemilu2024Siap #KPU_Melayani #KPU_Kota_Kupang https://t.co/plx4Hd18Lg",netral,0,0,0
"Begitupun saat pencabutan nomor urut lalu, yang dilakukan KPU pada Selasa (14/11/2023) malam. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto",netral,0,0,0
"Seorang aktivis yang ikut turunkan Soeharto ,menggugat KPU ke PTUN karena sahkan anak Jokowi ikut Pilpres.  Diam Bukan Pilihan Bangkit Bergerak✊️ Atau Diam dan punah Simbol Jagung🌽 https://t.co/7o53TZf4Er",negatif,0,0,0
,,,,
"45 Balon Anggota KPU Kaltim 2024-2029 Tunggu Hasil Tes Tertulis dan Psikotes, Hanya 20 yang Terpilih: 45 bakal calon anggota KPU Kaltim 2024-2029 tunggu hasil tes tertulis dan psikotes, hanya 20 orang terpilih. https://t.co/RygM9F0YO7",netral,0,0,0
"Seandainya Masih Dibolehkan KPU, Capres PDIP Lebih Baik Puan daripada Ganjar - https://t.co/fLCy5tNMGK",netral,0,1,0
"Komisi Pemilihan Umum (KPU) Kepulauan Seribu melakukan sosialisasi Peraturan Kampanye dan Dana Kampanye Pemilu tahun 2024, yang diselenggarakan di Sunlake Hotel, Jakarta, Rabu (22/11/2023).  #kepulauanseribu #dkijakarta #SuksesJakartauntukIndonesia https://t.co/VY1tkXavGy https://t.co/BOnEHRf0qh",netral,0,0,0
"#TemanPemilih KPU Kota Jambi melaksanakan Rapat Koordinasi Lokasi Kampanye dan Alat Peraga Kampanye dalam Pemilu Tahun 2024, bertempat di Rumah Kito Resort Hotel Jambi, Selasa (21/11/23).  #KPUMelayani #PemiluSerentak2024 https://t.co/Sb2QCd0p8D",netral,0,0,0
"Hari pemungutan suara Pemilu Serentak 2024 : 14 Februari 2024 Ojo sampek lali, rek!!! 5 taun pisan iki 😁  #KPU #Bawaslu #PemiluSerentak2024 #EmilDardak #WagubJatim #ArumiBachsin #WagubEmil #InfoJatim #JawaTimur #Jatim #BeritaJatim #KabarJatim #Pemilu #Pemilu2024 #Prabowo #Gibran https://t.co/AP1K6AMHwl",netral,0,0,0
,,,,
"Kapolres Mojokerto Kota cek gudang KPU dalam rangka persiapan Pemilu 2024‼️ . _ Jadilah Polisi Yang Baik dan Jangan Sakiti Hati Masyarakat” _ DM atau Tag @polres_mojokerto_kota  Polresta Mojokerto  #pemilu2024 #Mojokerto #PolresMojokertoKota #JatimBangkit https://t.co/7HNq8JPndc""",positif,0,0,0
"@DsSupriyady @tempodotco Masih berkutak ttg ijazah Pak.Jokowi...eh blog, lawan Jokowi itu di pilpres bkn org swmbarangan,terlalu remeh bg Prabowo mgungkap ijazah lawannya,apalagi jaringannya masih byk, Lagian jg lo tanyaian ke JK sana, 2014 sm2 ke KPU dgn Jokowi",negatif,0,0,1
,,,,
"Teman Pemilih - Mengawali awal pekan ini KPU Kota Kupang kembali menggelar Rapat Pleno Rutin bertempat di aula KPU Kota Kupang, Senin, 20 November 2023.   #Pemilu2024Siap #KPU_Melayani #KPU_Kota_Kupang https://t.co/Yh5JTelWV1",netral,0,0,0
Gimmick politik Gibran Kaesang yang gagal di KPU masih akan berlanjut di panggung nasional berikutnya. Lima agenda debat capres berpotensi ada drama lanjutan untuk pengalih perhatian  menutupi ketidakmampuan.   https://t.co/Hi66D1VTV5 Bawaslu Ahok,negatif,0,0,1
ORANG SOLO MENGAMATI TENTANG IJAZAH MAS GIBRAN HARAP @KPU_ID BISA MEMBERI JAWABAN KEBENARAN SE BENAR²NYA @NgkongRoses @Ganjar_Mahfud03 @newIding30 @HamdaniHok @cagubnyinyir2 @Dara_Nissaa @Eil_Thia @TeddGus @Uki23 @genx36545403 @G0mb4k  https://t.co/YfytG15rtP https://t.co/Dn2QT1I7fE,negatif,0,0,1
"Gimana nich @KPU_ID @bawaslu_RI, apakah tak tertarik utk mengusut tuntas??????",netral,0,0,0
,,,,
"https://t.co/gH2I7jCdRs   @KPU_ID @bawaslu_RI mungkin sudah disetting agar sejalan dgn nomor urut 2, Kepala desa seindonesia diwajibkan memenangkan Prabowo-Gibran, @PDI_Perjuangan @hanura_official @NasDem @PKSejahtera @DPP_PKB @PERINDOPusat",negatif,0,0,1
,,,,
Ketua DKPP Heddy Lugito: Jangan Sampai KPU dan Bawaslu Bersilang Pendapat - Lombok Insider https://t.co/B4eFxt1vmi,positif,0,0,0
@Srik4ndiMuslim2 @OjolNyambi @KPU_ID @bawaslu_RI thats coolllll,positif,0,0,0
,,,,
Ketua Dewan Kehormatan Penyelenggara Pemilu Berharap KPU dan Bawaslu Jaga Integritas Hingga Level Tertinggi: Tidak Bersilang Paham https://t.co/kqlkOfiLP1,netral,0,0,0
Ketua Dewan Kehormatan Penyelenggara Pemilu Berharap KPU dan Bawaslu Jaga Integritas Hingga Level Tertinggi: Tidak Bersilang Paham https://t.co/aETu3rhL58,netral,0,0,0
Ketua Dewan Kehormatan Penyelenggara Pemilu Berharap KPU dan Bawaslu Jaga Integritas Hingga Level Tertinggi: Tidak Bersilang Paham https://t.co/i3SaMkhCDl,netral,0,0,0
"#TemanPemilih Ketua KPU Kota Jambi Arif Lesmana Yoga menjadi Narasumber pada kegiatan Sosialisasi Pendidikan Pemiih Pemula yang diselenggarakan, bertempat di Ratu Hotel Jambi, Senin-Selasa (20-21/11/2023).  #KPUMelayani #PemiluSerentak2024 https://t.co/tAjHz8Eenn",netral,0,0,0
,,,,
@antokarief @Roninn49 @Uki23 Udahlah gak usah ngeles akui saja junjunganmu itu  langgar aturan MK aja ditabrak apalagi Bawaslu dan KPU,negatif,0,0,1
Pemprov Maluku upayakan realisasi anggaran tambahan KPU untuk Pemilu - ANTARA https://t.co/H4VKL06OTl,netral,0,0,0
,,,,
@antokarief @Roninn49 @Uki23 Acara Ganjar dgn organisasi desa jauh sblm penetapan KPU sbg capres artinya msh bacawapres setelah ditetapkan KPU ada aturan dan larangan.. Jd yg biasa lari2 dari aturan siapa???,negatif,0,1,0
,,,,
@Essentieal Tau banget nih panitia KPU.,negatif,0,0,0
PPK Kecamatan Serba Jadi mengucapkan selamat kepada komisi pemilihan umum republik Indonesia (KPU RI) atas anugerah reksa bandha 2023. Maju terus KPU RI. https://t.co/IirQS4Jrjp,netral,0,0,0
@alex_hunter146 @hansssolo @bawaslu_RI @KPU_ID @ArsjadRasjid @mohmahfudmd ternyata babibubebo suka ngancem2 yakkk...😂🤣😂,negatif,0,1,0
,,,,
"Info dari Sibar Pemilu! Sibar jelasin soal Tim Kampanye Anggota DPD nih...  Ayo sukseskan Pemilu 2024, jangan lupa datang ke TPS pada hari Rabu 14 Februari 2024!  #SibarKPUTuban #KPUMelayani #KPUjatim #KPURI #JDIHKPU https://t.co/TxDmHxfWC2",netral,0,0,0
,,,,
"#temanpemilih  Komisi Pemilihan Umum Kabupaten Mesuji melaksanakan kegiatan Rapat Koordinasi Alat Peraga Kampanye Pemilihan Umum Tahun 2024 di Balai Desa Berasan Makmur, Rabu (22/11/23).  #kpumesuji #kpumelayani #pemiluserentak2024 https://t.co/oufJM3kDyt",netral,0,0,0
"#TemanPemilih, KPU Sangihe mengikuti Rakor Persiapan Bimtek TUNGSURA dalam Pemilu Tahun 2024 yang digelar KPU RI secara Hybrid Via Zoom Meeting. Rabu (22/11/2023).  Baca berita selengkapnya https://t.co/kM6EZqjMO7  #KPUMelayani #PemiluSerentak2024 #KPUSangihe https://t.co/YwdIbd4ecS",netral,0,0,0
"KPU Provinsi Banten melaksanakan Rapat Koordinasi Evaluasi Pemutakhiran Daftar Pemilih dan Penyusunan DPTb Pemilu 2024 KPU Provinsi dan KPU Kabupaten/Kota Se- Banten bertempat di Rumah Makan Waroeng Sunda Telaga Bastari Kabupaten Tangerang, Rabu (22/11/2023). https://t.co/y0jkHDqnzD",netral,0,0,0
,,,,
,,,,
,,,,
"KJRI Istanbul bersama KPU @KPU_ID dan PPLN Istanbul, Sabtu (18/11) menyelenggarakan nobar Kejarlah Janji"" karya Garin Nugroho @garinfilm, film edukasi Pemilu 2024.  Jingle Pemilu 2024 ""Memilih untuk Indonesia"" karya Kikan Namara @KikanNamara, dibawakan Cokelat Band @CokelatBand https://t.co/MhqqnJcIJ8""",netral,0,0,0
"Prabowo-Gibran Akan Daftar ke KPU Besok, Dikawal Ketum KIM - https://t.co/qJegfM9c0c https://t.co/zBVdpC9593 #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat",netral,0,0,1
,,,,
,,,,
"@BangPino__ @gibran_tweet , tenang pak @prabowo  bapak saya masih presiden , @KPU_ID @bawaslu_RI dan @DKPP_RI  pasti tunduk ,karena bapaku , presiden palimg otoriter",negatif,0,0,1
"Laaah,  Dr dlu jg emg YANG CURANG itu KPU dan BAWASLU nya, ngerubah2 data perolehan para paslon dan mnggembungkn suara paslon yg didukungnya.. Emg bkl beda sekrg? Dimana beda nya?",negatif,0,0,0
@sahabatganjar Kasus wadas bagaimana?,negatif,0,1,0
"#TemanPemilih, KPU Kota Depok melaksanakan KIRAB Pemilu Tahun 2024 ke Kecamatan Pancoran Mas pada Rabu (22/11/2023) Mari Sukseskan Pemilu Tahun 2024"" #KPUKotaDepok  #KPUMelayani  #PemiluSerentak14Feb2024 #Akursauyunan #Jabarbabarengan https://t.co/H6o9ddiUKm""",netral,0,0,0
"Tingkatkan Partisipasi Pemilih, KPU Indramayu Gelar Kirab Pemilu 2024 https://t.co/RHP3HRy09f lewat @sekbernews https://t.co/dusiy8EENc",netral,0,0,0
"#TemanPemilih, KPU Kota Depok melaksanakan KIRAB Pemilu Tahun 2024 ke Kecamatan Sukmajaya pada Selasa (21/11/2023) Mari Sukseskan Pemilu Tahun 2024"" #KPUKotaDepok  #KPUMelayani  #PemiluSerentak14Feb2024 #Akursauyunan #Jabarbabarengan https://t.co/jtWYX4f8Cy""",netral,0,0,0
"izin re 'X  Lho...lho.. kok plat merah memasang baliho @ganjarpranowo &amp  @mohmahfudmd  ??  Gak salah lihat ini ??  Piye @GunRomli   @bawaslu_RI   @KPU_ID   @PDI_Perjuangan ??  Piye @doelpaten   @abu_waras ??""",negatif,0,1,0
@Boediantar4 @bawaslu_RI @KPU_ID @mohmahfudmd @NajwaShihab bangun... bangun..!!? kenapa kalian tidur...,negatif,0,1,0
,,,,
,,,,
,,,,
"@PartaiSocmed Waduh ..APK nya di antar pakai mobil plat merah nih,@bawaslu_RI @KPU_ID  ?pegimana nih?",negatif,0,0,0
"@Boediantar4 Perlu dijaga ketat di TPS, PPK dan KPU.   Setahu saya, seluruh PPS di kabupaten saya di bawah kendali caleg dan komisioner KPU dari partai pengusung Paslon no. 2",netral,0,0,0
"Polres Boalemo melaksanakan giat Patroli di KPU, Bawaslu dan Gudang Logistik KPU #divisihumaspolri #spripimpolri https://t.co/sdpZXm8n5c",netral,0,0,0
"@UmarSyadatHsb__ *Mobilnya plat Merah ?!* Semakin nyata kebenaran yg sering diposting di sini, bahwa bukan hanya parpol,* tetapi _KPU, Bawaslu, polisi, lembaga survey, PLT Kepala2 Daerah dan MK. Betul2 rezim pengkhianat.  Kecurangan &amp  pemenangan pilpres https://t.co/J9BKnKzoPq",negatif,0,0,0
"#Teman Pemilih, berikut kami sampaikan Alasan Pindah Memilih dan Syarat Pengajuan Pindah Memilih untuk Pemilihan Umum Tahun 2024.  #KPUmelayani #PemiluSerentak2024 https://t.co/mRptFsGPJf",netral,0,0,0
"#TemanPemilih, KPU Kabupaten Kepulauan Talaud melalui Badan ADHOC menggelar giat Rabu Bacarita Pemilu(RBP)  pada Rabu (22/11/2023).  KPU Talaud  Melalui Badan Adhoc, rutin terus laksanakan Sosialisasi setiap hari Rabu melalui program RBP"".  #KPUMelayani #PemiluSerentak2024 https://t.co/xXH5pikckZ""",netral,0,0,0
#TemanPemilih - KPU Kota Palopo Melaksanakan Rapat Koordinasi Penguatan Pelaksanaan Tahapan Kampanye dan Dana Kampanye Pada Pemilu Tahun 2024 di Media Center KPU Kota Palopo (22/11/23)  #KPUMelayani  #pemiluserentak2024 https://t.co/0rFxiCLDwg,netral,0,0,0
KEDUA KANDIDAT DARI RATU IBLIS MEGAWATI @PDI_Perjuangan DAN IBLIS PRRI @prabowo @Gerindra DIDUKUNG RAJA IBLIS KOMUNIS PKI CHINA SELUNDUPAN @jokowi AMAN AMAN KARENA @bawaslu_RI! DALAM GENGGAMAN MEREKA TERMASUK @KPU_ID YG ISINYA IBLIS DAN DEDEMIT DEMI UANG SUAP!,negatif,0,1,1
KPU Garut edukasi pelajar jadi pemilih cerdas dalam Pemilu 2024  https://t.co/9eQMO22DgO,positif,0,0,0
"@habiburokhman Lembaga survei spt @LSI_Lembaga @DennyJA_WORLD sdh tdk tepat dinamakan lembaga survei, tp adl Lembaga Pendorong Opini. Lembaga ini sdh tdk punya idealisme &amp  obyektifitas, krn bisa menjadi bagian dr rekayasa yg sistematis &amp  terstruktur bersama @KPU_ID &amp  @bawaslu_RI",negatif,0,0,0
"Rabu, 22 November 2023 Jaksa Fungsional Bidang Intelijen Adinda Febriana, SH. mengikuti Rapat Koordinasi Penetapan Titik LokasiAPK yang difasilitas KPU dan Zona Larangan Kampanye Pemilu 2024 di V Hotel Jambi. https://t.co/hATwFAOSND",netral,0,0,0
"#TemanPemilih, KPU Sangihe menggelar Beauty Contest Pemilihan Mitra Kerjasama Pengelolaan Rekening Penyimpanan Dana Hibah Pilkada Tahun 2024. (22/11/2023).  Baca berita selengkapnya https://t.co/Xz2E2kEPXO  #KPUMelayani #PemilihanSerentak2024 #Pilkada2024 #KPUSangihe https://t.co/85DRpxx5Jb",netral,0,0,0
"DKPP Proses 5 Aduan Pelanggaran Etik KPU, Ada Soal Pemalsuan KTP https://t.co/cYTQhdRJ7h",netral,0,0,0
,,,,
Kira² melanggar kode etik pemilu tidak jika kepala daerah terprogram dukung @prabowo Gibran  @Bawaslu @bawaslu_RI  Halo @KPU_ID  Bener ga nih ...,negatif,0,0,1
@degreatiskandar oh. KPU punya stock suara berapa emangnya bisa kasih suara banyak ke pemenang?,negatif,0,0,0
"Potensi kecurangan itu biasanya kalo capres cawapres gak mau mundur... Ada Prabowo, ada Mahfud, Ada Gibran anak Jokowi, bisa juga di KPU dan MK bila terjadi pertikaian... Kalo Anies kan gak menjabat...tp sy yakin rakyat dukung Amin...",negatif,1,1,1
,,,,
,,,,
,,,,
